source_name,table_name,column_data_type,column_name,enriched,column_data_mode,tag_version,data_criticality,column_description,attribute_type,sensitivity_type,policy_tag,operation,table_version
IAG,iag_cgu_policy_operational,STRING,policy_status,FALSE,NULLABLE,1,Not assessed,"Denotes if the policy is 'In Force' or 'Cancelled'",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,coverable_status,FALSE,NULLABLE,1,Not assessed,"The status of the coverable. Can be In-Force, Expired or Scheduled",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,TIMESTAMP,risk_effective_date,FALSE,REQUIRED,1,Not assessed,The effective start date of a risk for the policy period / transaction,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,TIMESTAMP,risk_expiration_date,FALSE,REQUIRED,1,Not assessed,The effective end date of a risk for the policy period / transaction,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,choice_of_repairer_coverage_flag,FALSE,REQUIRED,1,Not assessed,Choice of repairer flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,glass_extension_coverage_flag,FALSE,REQUIRED,1,Not assessed,Glass Extension flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,hire_vehicle_after_incident_coverage_flag,FALSE,REQUIRED,1,Not assessed,Hire vehicle after incident flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,accidental_damage_coverage_flag,FALSE,REQUIRED,1,Not assessed,Accidental damage flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,liability_coverage_flag,FALSE,REQUIRED,1,Not assessed,Liability flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,flood_rainwater_runoff_coverage_flag,FALSE,REQUIRED,1,Not assessed,Flood rainwater runoff flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,electrical_motor_burnout_coverage_flag,FALSE,REQUIRED,1,Not assessed,Electrical motor burnout flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,portable_addl_cover_coverage_flag,FALSE,REQUIRED,1,Not assessed,Portable additional cover flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,landlord_rent_default_coverage_flag,FALSE,REQUIRED,1,Not assessed,Landlord rent default flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,bushfire_coverage_flag,FALSE,REQUIRED,1,Not assessed,Bushfire flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,cyclone_coverage_flag,FALSE,REQUIRED,1,Not assessed,Cyclone flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,earthquake_coverage_flag,FALSE,REQUIRED,1,Not assessed,Earthquake flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,storm_coverage_flag,FALSE,REQUIRED,1,Not assessed,Storm flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,storm_surge_coverage_flag,FALSE,REQUIRED,1,Not assessed,Storm surge flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,tsunami_coverage_flag,FALSE,REQUIRED,1,Not assessed,Tsunami Flag,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,risk_type_code,FALSE,REQUIRED,1,Not assessed,Indicate the risk type. Can be PMMotorVehicle / Iag_PPBuilding / Iag_PPContents,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,product_model_variation_name,FALSE,REQUIRED,1,Not assessed,Tier of the risk. Product Model Variation Type that is required instead of Product Type,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,policy_line_name,FALSE,REQUIRED,1,Not assessed,Line of insurance. e.g. Personal Motor / Personal Property,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,product_name,FALSE,REQUIRED,1,Not assessed,"The Product defining what kind of Policy this is i.e.: Car Insurance Home Insurance Lanldlord Insurance",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,job_name,FALSE,REQUIRED,1,Not assessed,"Type of transaction. Differentiated at Policy Period Grain, i.e. NB, Submission, Reinstatement etc.",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,policy_status_name,FALSE,REQUIRED,1,Not assessed,Transaction status. Quoted / Bound / Renewing etc,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,TIMESTAMP,transaction_date,FALSE,REQUIRED,1,Not assessed,"Nominally, the date this period was created. For reinstatements, it is the written date of the reinstated period. For rewrites, it can be the date of the rewrite or the date of the original period",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,DATE,policy_period_edit_effective_date,FALSE,REQUIRED,1,Not assessed,Dates edits are effective,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,originating_branch_code,FALSE,NULLABLE,1,Not assessed,The branch / contact centre Identifier of the channel that initiates the transaction,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,updated_branch_code,FALSE,NULLABLE,1,Not assessed,The branch / contact centre Identifier of the channel that closes the transaction,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,originating_channel_name,FALSE,REQUIRED,1,Not assessed,Channel that initiates the transaction,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,completing_channel_name,FALSE,NULLABLE,1,Not assessed,Channel that closes the transaction,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,cancellation_type,FALSE,NULLABLE,1,Not assessed,"The type of a cancellation, could be either 'Flat' (cancellation date is the same as policy's term start date) OR 'Mid Term' (cancellation date greater than the policy term start date).",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,cancellation_reason_name,FALSE,NULLABLE,1,Not assessed,The sub category of a cancellation type. It provides reason for a cancellation.,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,DATE,cancellation_date,FALSE,NULLABLE,1,Not assessed,Date of policy / risk cancellation,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,email_document_consent,FALSE,REQUIRED,1,Not assessed,Email Document Consent,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,correspondence_address_line_1,FALSE,NULLABLE,1,Not assessed,The correspondence address for a Policy,Native,PII.correspondence_address_line_1,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,correspondence_address_line_2,FALSE,NULLABLE,1,Not assessed,The correspondence address for a Policy,Native,PII.correspondence_address_line_2,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,correspondence_address_line_suburb,FALSE,NULLABLE,1,Not assessed,Correspondence address - Suburb,Native,PII.correspondence_address_line_suburb,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,correspondence_address_state_name,FALSE,NULLABLE,1,Not assessed,Correspondence address - State,Native,PII.correspondence_address_state_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,correspondence_address_postal_code,FALSE,NULLABLE,1,Not assessed,Correspondence address - Postcode,Native,PII.correspondence_address_postal_code,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,correspondence_address_country,FALSE,NULLABLE,1,Not assessed,Correspondence Address Country,Native,correspondence_address_country,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,risk_address_line_1,FALSE,NULLABLE,1,Not assessed,The risk address for a Policy,Native,risk_address_line_1,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,risk_address_line_2,FALSE,NULLABLE,1,Not assessed,The risk address for a Policy,Native,risk_address_line_2,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,risk_address_line_suburb,FALSE,NULLABLE,1,Not assessed,Risk Address - Suburb,Native,risk_address_line_suburb,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,risk_address_state_name,FALSE,NULLABLE,1,Not assessed,Risk Address - State,Native,PII.risk_address_state_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,risk_address_postal_code,FALSE,NULLABLE,1,Not assessed,Risk Address - Postcode,Native,PII.risk_address_postal_code,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_policy_operational,STRING,campaign_code,FALSE,NULLABLE,1,Not assessed,The Campaign code that a risk entitles,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,coverable_details,FALSE,REQUIRED,1,Not assessed,"Derived field for coverable details Motor - combination of year, make, model, license plate Property - address line 1,2,3, suburb, city, state, postcode, country",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,NUMERIC,annualised_base_premium,FALSE,REQUIRED,1,Not assessed,base premium at coverable level,Native,FIN.annualised_base_premium,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,gst,FALSE,REQUIRED,1,Not assessed,Goods & Services Tax,Native,FIN.GST,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,esl,FALSE,REQUIRED,1,Not assessed,Emergency Services Levy,Native,FIN.ESL,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,stamp_duty,FALSE,REQUIRED,1,Not assessed,Stamp duty on the transaction,Native,FIN.stamp_duty,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,sum_insured,FALSE,REQUIRED,1,Not assessed,The sum insured amount of the risk,Native,FIN.sum_insured,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,STRING,license_plate,FALSE,NULLABLE,1,Not assessed,vehicle registration number,Native,PII.license_plate,Confidential-PII-Customer-A-V1.Customer-Identification_Numbers,I,1
IAG,iag_cgu_policy_operational,STRING,jurisdiction_name,FALSE,REQUIRED,1,Not assessed,The State the Policy Period is based in,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,create_consultant_id,FALSE,NULLABLE,1,Not assessed,Create User info for the transaction,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,create_user_name,FALSE,NULLABLE,1,Not assessed,Create User info for the transaction,Native,PII.create_user_ name,Confidential-PII-Employee-A-V1.Employee-Name,I,1
IAG,iag_cgu_policy_operational,STRING,update_consultant_id,FALSE,NULLABLE,1,Not assessed,Update User info for the transaction,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,update_user_name,FALSE,NULLABLE,1,Not assessed,Update User info for the transaction,Native,PII.update_user_name,Confidential-PII-Employee-A-V1.Employee-Name,I,1
IAG,iag_cgu_policy_operational,DATE,report_date,FALSE,REQUIRED,1,Not assessed,Date of report generation,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,TIMESTAMP,original_policy_inception_date,FALSE,REQUIRED,1,Not assessed,Customer relationship start date from PC,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,NUMERIC,legal_liability_amount,FALSE,NULLABLE,1,Not assessed,The coverage limit for liability,Native,FIN.legal_liability_amount,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,STRING,vehicle_market_value_flag,FALSE,REQUIRED,1,Not assessed,"Y/N to indicate a vehicle is market value or agreed value. Y = Market Value, N = Agreed Value",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,vehicle_usage,FALSE,NULLABLE,1,Not assessed,Will provide the primary usage,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,brand_name,FALSE,REQUIRED,1,Not assessed,Same as Brand,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,term_type,FALSE,REQUIRED,1,Not assessed,Type of policy term - New Business / Renewal,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,DATE,job_close_date,FALSE,NULLABLE,1,Not assessed,Job completion date,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,NUMERIC,driver_age_excess,FALSE,NULLABLE,1,Not assessed,Driver Age Excess,Native,FIN.driver_age_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,driver_atfault_excess,FALSE,NULLABLE,1,Not assessed,Driver at Fault Excess,Native,FIN.driver_atfault_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,driver_excess,FALSE,NULLABLE,1,Not assessed,Driver Total excess,Native,FIN.driver_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,driver_exp_excess,FALSE,NULLABLE,1,Not assessed,Driver Experience Excess,Native,FIN.driver_exp_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,driver_imposed_excess,FALSE,NULLABLE,1,Not assessed,Driver Imposed Excess,Native,FIN.driver_imposed_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,driver_license_excess,FALSE,NULLABLE,1,Not assessed,Driver License Excess,Native,FIN.driver_license_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,driver_offence_excess,FALSE,NULLABLE,1,Not assessed,Driver Offence Excess,Native,FIN.driver_offence_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,imposed_excess,FALSE,NULLABLE,1,Not assessed,Imposed Excess,Native,FIN.imposed_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,imposed_rental_vehicle_excess,FALSE,NULLABLE,1,Not assessed,Imposed Rental Vehicle Excess,Native,FIN.imposed_rental_vehicle_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,inexperienced_driver_excess,FALSE,NULLABLE,1,Not assessed,Inexperienced Driver Excess,Native,FIN.inexperienced_driver_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,methamphetamine_contamination_excess,FALSE,NULLABLE,1,Not assessed,Methamphetamine Contamination Excess,Native,FIN.methamphetamine_contamination_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,property_natural_disaster_damage_excess,FALSE,NULLABLE,1,Not assessed,Non-EQC Act Property Natural Disaster Damage Excess,Native,FIN.property_natural_disaster_damage_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,standard_excess,FALSE,NULLABLE,1,Not assessed,Standard Excess,Native,FIN.standard_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,undisclosed_above_25,FALSE,NULLABLE,1,Not assessed,Undisclosed above 25 excess,Native,FIN.undisclosed_above_25,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,undisclosed_below_25,FALSE,NULLABLE,1,Not assessed,Undisclosed below 25 excess,Native,FIN.undisclosed_below_25,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,vehicle_excess,FALSE,NULLABLE,1,Not assessed,Vehicle Excess,Native,FIN.vehicle_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,vehicle_imposed_excess,FALSE,NULLABLE,1,Not assessed,Vehicle Imposed Excess,Native,FIN.vehicle_imposed_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,vehicle_mod_excess,FALSE,NULLABLE,1,Not assessed,Vehicle Modification Excess,Native,FIN.vehicle_mod_excess,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,NUMERIC,total_excess_amount,FALSE,NULLABLE,1,Not assessed,Sum of all the above excesses,Native,FIN.total_excess_amount,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_policy_operational,STRING,finance_provider_name,FALSE,NULLABLE,1,Not assessed,Financier/ Interested Party,Native,PII.first_mortgagee,Confidential-PII-Customer-A-V1.Customer-Name,I,1
IAG,iag_cgu_policy_operational,STRING,change_type,FALSE,REQUIRED,1,Not assessed,"Potential values for delta file: I - Insert ( New Record) U - Update ( Update on existing record)",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,policy_number,FALSE,NULLABLE,1,Not assessed,Guidewire Policy Number,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,policy_period,FALSE,REQUIRED,1,Not assessed,Policy Period ID,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,quote_number,FALSE,NULLABLE,1,Not assessed,Quote Identifier,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,INTEGER,term_number,FALSE,NULLABLE,1,Not assessed,"The term number of a policy. For migrated policy, the term number of migration renewal term will start from 1",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,NUMERIC,risk_id,FALSE,REQUIRED,1,Not assessed,Coverable / Risk identifier,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,party_role,FALSE,REQUIRED,1,Not assessed,Role that a customer plays within a policy period,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,alternate_party_id,FALSE,REQUIRED,1,Not assessed,IAG Unique identifier of a customer,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,marketing_consent_flag,FALSE,REQUIRED,1,Not assessed,The Marketing consent information the party provided to IAG,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,staff_flag,FALSE,REQUIRED,1,Not assessed,Identify if customer is a partner staff,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,party_type_name,FALSE,NULLABLE,1,Not assessed,"The Type of a Party, could be either a person or an organisation.",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,first_name,FALSE,NULLABLE,1,Not assessed,Customer's first name,Native,PII.first_name,Confidential-Pii-Customer-A-V1.Customer-Name.Customer-First_Name,I,1
IAG,iag_cgu_customer_operational,STRING,middle_name,FALSE,NULLABLE,1,Not assessed,Customer's middle name,Native,PII.middle_name,Confidential-Pii-Customer-A-V1.Customer-Name.Customer-Middle_Name,I,1
IAG,iag_cgu_customer_operational,STRING,last_name,FALSE,NULLABLE,1,Not assessed,Customer's last name,Native,PII.last_name,Confidential-Pii-Customer-A-V1.Customer-Name.Customer-Last_Name,I,1
IAG,iag_cgu_customer_operational,STRING,company_name,FALSE,NULLABLE,1,Not assessed,Company Name,Native,Non-Sensitive,Public-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,company_type,FALSE,NULLABLE,1,Not assessed,"currently in PROD policies available values are 'Private Limited', 'Limited', 'Unknown'",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,abn,FALSE,NULLABLE,1,Not assessed,AU/ NZ business number,Native,PII.abn,Confidential-Pii-Customer-A-V1.Customer-Registration_Number.Customer-Abn,I,1
IAG,iag_cgu_customer_operational,STRING,acn,FALSE,NULLABLE,1,Not assessed,AU customer number,Native,PII.acn,Confidential-Pii-Customer-A-V1.Customer-Registration_Number.Customer-Acn,I,1
IAG,iag_cgu_customer_operational,DATE,date_of_birth,FALSE,NULLABLE,1,Not assessed,Customer's date of birth,Native,PII.date_of_birth,Confidential-Pii-Customer-A-V1.Customer-Dob,I,1
IAG,iag_cgu_customer_operational,STRING,member_number,FALSE,NULLABLE,1,Not assessed,Customer member number,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,primary_email_address,FALSE,NULLABLE,1,Not assessed,Primary email address associated with the contact,Native,PII.primary_email_address,Confidential-Pii-Customer-A-V1.Customer-Contact_Method.Customer-Email,I,1
IAG,iag_cgu_customer_operational,STRING,contact_country_code,FALSE,NULLABLE,1,Not assessed,Phone Country Code,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,contact_mobile_phone,FALSE,NULLABLE,1,Not assessed,Phone number of PNI. Will be NULL for other roles,Native,PII.contact_mobile_phone,Confidential-Pii-Customer-A-V1.Customer-Contact_Method.Customer-Telephone_Number,I,1
IAG,iag_cgu_customer_operational,STRING,primary_address_line_1,FALSE,NULLABLE,1,Not assessed,primary address for the contact,Native,PII.primary_address_line_1,Confidential-Pii-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_customer_operational,STRING,primary_address_line_2,FALSE,NULLABLE,1,Not assessed,primary address for the contact,Native,PII.primary_address_line_2,Confidential-Pii-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_customer_operational,STRING,primary_address_suburb,FALSE,NULLABLE,1,Not assessed,primary address for the contact,Native,PII.primary_address_suburb,Confidential-Pii-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_customer_operational,STRING,primary_address_state_name,FALSE,NULLABLE,1,Not assessed,primary address for the contact,Native,PII.primary_address_state_name,Confidential-Pii-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_customer_operational,STRING,primary_address_postal_code,FALSE,NULLABLE,1,Not assessed,primary address for the contact,Native,PII.primary_address_postal_code,Confidential-Pii-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_customer_operational,STRING,primary_address_country_name,FALSE,NULLABLE,1,Not assessed,primary address for the contact,Native,PII.primary_address_country_name,Confidential-Pii-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_customer_operational,STRING,primary_address_type_name,FALSE,NULLABLE,1,Not assessed,type of the address record,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,DATE,report_date,FALSE,REQUIRED,1,Not assessed,Date of report generation,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,partner_party_id,FALSE,NULLABLE,1,Not assessed,External party references,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,TIMESTAMP,update_time,FALSE,REQUIRED,1,Not assessed,Update time of the change,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_customer_operational,STRING,change_type,FALSE,REQUIRED,1,Not assessed,"Potential values for delta file: I - Insert ( New Record) U - Update ( Update on existing record)",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_billing_operational,STRING,policy_number,FALSE,NULLABLE,1,Not assessed,Guidewire Policy Number,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_billing_operational,INTEGER,term_number,FALSE,NULLABLE,1,Not assessed,"The term number of a policy. For migrated policy, the term number of migration renewal term will start from 1",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_billing_operational,STRING,policy_period,FALSE,REQUIRED,1,Not assessed,Policy Period ID,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_billing_operational,STRING,quote_number,FALSE,NULLABLE,1,Not assessed,Quote Identifier,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_billing_operational,STRING,billing_method_name,FALSE,NULLABLE,1,Not assessed,Billing method of a policy,Native,FIN.billing_method_name,Confidential-A-V1.Financial.Payment_Details,I,1
IAG,iag_cgu_billing_operational,STRING,billing_period_frequency_name,FALSE,NULLABLE,1,Not assessed,The frequency of billing,Native,FIN.billing_period_frequency_name,Confidential-A-V1.Financial.Payment_Details,I,1
IAG,iag_cgu_billing_operational,DATE,report_date,FALSE,REQUIRED,1,Not assessed,Date report was generated,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_billing_operational,TIMESTAMP,update_time,FALSE,REQUIRED,1,Not assessed,Update time of the change,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_billing_operational,STRING,change_type,FALSE,REQUIRED,1,Not assessed,"Potential values for delta file: I - Insert ( New Record) U - Update ( Update on existing record)",Native,Non-sensitive,Internal-A-V1,I,1
